id,first_name,last_name,race,county,num_children,income,age_group,ssn
224,Godfrey,Owen,race2,county4,2,366757.5,group3,406-09-2794
225,Corney,Brooks,race3,county1,3,440080.5,group3,819-10-8669
227,Aggie,Brooks,race3,county1,1,94394.25,group3,224-59-2080
229,Ashlin,Ward,,,4,272010.0,group3,856-03-8468
230,Abie,Casey,race1,,3,121966.5,group3,762-97-0954
238,Lee,Lawson,race2,county2,0,215904.75,group3,576-42-4740
239,Cobb,Casey,race2,county2,0,122436.0,group3,797-10-2121
240,Roslyn,Lawson,race3,county4,0,123217.5,group3,356-80-9158
241,Carolynn,Brooks,race1,county1,2,78684.0,group3,839-11-3877
252,Ashlen,Owen,race1,county4,3,156051.75,group3,636-73-2206
253,Raye,Lawson,race1,county3,2,101806.5,group3,623-43-7910
258,Roch,Kirk,race3,county1,2,43686.0,group3,395-26-0611
261,Vic,Owen,race2,county4,4,226201.5,group3,450-54-2615
265,Barret,Scott,,,5,174118.5,group3,499-11-3624
277,Louisette,Waters,race2,county4,1,32903.25,group3,350-86-4205
279,Sarine,Watson,race2,county1,3,367738.5,group3,120-76-2407
286,Ab,Brooks,race3,,5,51451.5,group3,472-58-2794
288,Raoul,Casey,,county3,0,187092.75,group3,605-75-5720
290,Ulric,Casey,race2,county2,5,231109.5,group3,463-35-7973
291,Ulick,Lawson,race2,county1,5,47415.0,group3,287-02-3026
292,Sabina,Waters,race2,,2,30198.75,group3,218-97-9861
295,Abbey,Brooks,race3,,3,11255.25,group3,180-30-2023
299,Quinton,Le,race3,county1,2,204573.0,group3,410-58-0690
304,Vivi,Casey,race3,county1,2,151911.0,group3,715-63-2361
306,Ki,Waters,race2,county2,1,113136.75,group3,289-74-0302
315,Dahlia,Cervantes,race1,,0,63873.75,group3,365-75-3613
316,Barrett,Kirk,,county3,2,48942.0,group3,274-49-6807
319,Othella,Casey,,county4,4,111760.5,group3,259-28-7458
322,Zondra,Scott,,county3,3,357414.0,group3,185-74-8912
332,Wolfy,Owen,race3,,1,41744.25,group3,734-43-7772
337,Hilly,Hoffman,race3,county1,1,224255.25,group3,493-14-1851
338,Artus,Hawkins,race1,county1,2,177553.5,group3,591-33-9148
345,Fay,Quinn,race2,county4,1,243826.5,group3,635-73-3101
346,Gilli,Lawson,race2,county2,5,160964.25,group3,523-48-4063
348,Kelly,Ward,race3,county1,0,74353.5,group3,879-79-3682
350,Benedikt,Pollard,race1,county1,0,286875.0,group3,746-30-5021
353,Jerrine,Casey,race2,county4,2,90867.0,group3,657-90-9499
354,Erich,Kirk,race2,county4,1,394926.0,group3,143-73-4804
355,Ermin,Hawkins,,county1,4,272997.0,group3,511-49-7711
361,Kory,Elliott,race1,county1,1,21627.75,group3,420-66-3587
363,Mort,Owen,race1,county2,0,83352.0,group3,763-96-6856
368,Saudra,Scott,race2,county2,3,129126.0,group3,135-20-4063
373,Jaquelyn,Brooks,race2,county1,5,135258.75,group3,216-65-3529
377,Creight,Ward,race3,,3,85422.0,group3,192-70-8131
378,Clerc,Hoffman,race1,county2,0,46041.0,group3,741-43-9632
380,Sylas,Cervantes,race2,,0,134442.0,group3,100-63-2591
384,Sandye,Cannon,race3,county2,4,247425.0,group3,880-82-7829
385,Mikel,Elliott,race2,county3,2,112901.25,group3,647-96-7056
387,Axel,Ward,race2,county1,0,25455.75,group3,119-43-7917
389,Sylvester,Owen,race2,county3,2,90082.5,group3,194-27-3454
390,Adrian,Owen,race1,county1,4,161617.5,group3,796-22-1376
394,Jamima,Cannon,race2,county4,2,173605.5,group3,278-32-8352
395,Rose,Cervantes,race2,county1,2,220566.0,group3,686-85-9238
397,Sherwynd,Waters,race2,county4,2,207528.0,group3,184-19-9892
400,Bliss,Ward,race3,,3,95876.25,group3,576-83-7504
402,Shamus,Hawkins,,county4,5,17262.0,group3,334-74-5759
403,Annabel,Casey,race1,county4,3,375780.0,group3,763-07-7217
408,Mikaela,Quinn,,county2,1,71671.5,group3,580-56-1309
409,Storm,Casey,race2,county3,3,52225.5,group3,136-74-4644
411,Hobey,Owen,race2,county2,5,40363.5,group3,491-35-3718
414,Clementia,Cannon,race1,county2,1,93642.0,group3,655-93-4362
417,Lowe,Frank,race2,county3,1,178207.5,group3,611-18-3613
420,Cazzie,Lawson,race3,county4,3,159157.5,group3,680-85-8073
425,Dore,Hale,race1,county2,1,337821.0,group3,558-28-6241
430,Antoinette,Elliott,race3,county1,0,15969.0,group3,697-77-5126
436,Roselle,Watson,race1,county4,3,116401.5,group3,566-98-9558
439,Vi,Frank,race1,county1,2,152736.75,group3,754-64-0535
441,Andrey,Quinn,race2,county1,2,94203.0,group3,603-66-7193
449,Maxy,Pollard,race2,county3,4,317232.0,group3,681-95-3538
452,Saunders,Pollard,race3,county1,3,19179.0,group3,696-14-8911
456,Alric,Hoffman,race1,county2,0,180212.25,group3,440-94-8751
459,Bel,Elliott,race3,,1,79334.25,group3,723-66-0403
466,Dalenna,Pollard,race2,county4,0,166878.0,group3,623-29-3437
467,Valida,Owen,race3,,5,293475.0,group3,243-35-5275
472,Gloriana,Scott,race1,county3,1,378774.0,group3,314-91-0866
477,Kitty,Hoffman,race3,county1,1,132905.25,group3,230-56-8934
484,Gwen,Elliott,race3,,4,93516.75,group3,464-68-5193
492,Celesta,Brooks,race3,,4,180716.25,group3,702-86-0212
493,Lizzie,Elliott,,,1,67488.75,group3,518-73-2650
497,Kearney,Hawkins,race3,county3,2,69390.0,group3,638-61-6236
499,Ferd,Quinn,race3,county1,2,347161.5,group3,385-11-9231
503,Eleni,Scott,race3,county1,3,46149.0,group3,383-01-7915
505,Shara,Waters,race2,county3,3,176404.5,group3,621-59-2037
506,Bonita,Elliott,race2,county4,5,93374.25,group3,702-35-5199
507,Bambi,Elliott,race2,county4,1,224585.25,group3,133-76-9980
513,Markos,Owen,race3,county1,2,166791.75,group3,722-13-1559
518,Johnny,Cannon,race1,county3,3,28035.0,group3,794-14-7611
522,Evan,Hawkins,race1,,3,62613.75,group3,736-30-6536
524,Eleonore,Quinn,race3,county3,5,395757.0,group3,474-94-4178
526,Eunice,Lawson,race3,county1,0,77951.25,group3,258-04-9100
527,Jolene,Frank,race1,county4,2,251374.5,group3,698-68-8662
531,Marysa,Elliott,race3,,3,99304.5,group3,434-47-5313
532,Saidee,Le,race1,county4,4,187836.75,group3,807-87-7741
533,Shelley,Owen,race3,,1,11520.0,group3,846-62-7528
534,Rafaello,Waters,race2,county3,0,104297.25,group3,373-22-2553
538,Lexine,Le,race1,county3,4,99666.75,group3,144-09-7049
539,Philis,Cannon,,county2,4,28198.5,group3,759-39-5774
541,Celinka,Lawson,race2,county3,1,402469.5,group3,739-14-8649
551,Willabella,Kirk,race2,county1,1,200407.5,group3,355-39-8011
558,Collete,Hawkins,race1,county3,1,338254.5,group3,416-24-6175
559,Kenna,Hawkins,race1,county3,1,81705.0,group3,729-19-3997
569,Alick,Cervantes,race2,county3,0,197585.25,group3,498-34-1001
571,Dermot,Elliott,race2,county2,2,220631.25,group3,225-19-5426
574,Sharla,Frank,race1,,4,102896.25,group3,306-17-6404
577,Normand,Ward,race2,county2,4,328113.0,group3,604-53-9580
582,Ramonda,Hoffman,race1,county4,4,70179.75,group3,468-81-8421
597,Ardelis,Hawkins,race1,,5,141507.0,group3,533-52-0945
599,My,Owen,race1,county1,3,144654.0,group3,827-36-1566
603,Gunar,Watson,race3,county1,5,181663.5,group3,783-91-0608
604,Lynn,Pollard,race3,county1,0,62929.5,group3,405-36-5663
608,Fawne,Pollard,race1,county1,5,294855.0,group3,828-79-3081
609,Jarvis,Waters,race3,,5,293724.0,group3,844-55-0796
611,Beck,Hale,race3,county1,5,393868.5,group3,676-40-7651
621,Carmon,Cervantes,race3,county1,3,326166.0,group3,406-24-0242
622,Cherri,Lawson,race2,county4,1,156039.0,group3,169-18-4591
623,Hallie,Cervantes,,county4,0,94452.0,group3,530-16-5863
625,Margarita,Cervantes,race3,county1,4,90511.5,group3,815-81-5783
626,Doreen,Frank,race1,,5,7758.75,group3,645-51-2881
627,Charleen,Hawkins,race2,,0,155945.25,group3,838-43-1035
628,Katti,Le,race2,county2,0,99297.75,group3,334-75-0948
631,Cindra,Waters,race1,county1,4,91224.75,group3,891-38-4618
634,Donall,Hale,race3,county1,1,179709.0,group3,191-10-9374
645,Cynde,Pollard,race2,county3,3,185132.25,group3,825-68-9620
653,Lorilee,Waters,race3,county1,0,63349.5,group3,657-08-8185
656,Weber,Casey,race2,county3,1,81106.5,group3,757-44-6583
658,Free,Elliott,race1,county4,0,330075.0,group3,359-20-6066
661,Mag,Quinn,race2,county2,4,152175.75,group3,181-69-8791
662,Maurice,Casey,,county1,1,110083.5,group3,641-50-5854
665,Woody,Quinn,race3,,1,410977.5,group3,789-26-3907
669,Igor,Cannon,,county4,0,11541.75,group3,420-63-8540
670,Hernando,Waters,race3,county4,0,210298.5,group3,883-38-5155
672,Katleen,Cannon,race2,county3,2,115327.5,group3,339-08-3940
678,Drusi,Cannon,race3,county1,0,58344.0,group3,233-66-8939
679,Diann,Watson,race2,county3,3,64036.5,group3,187-10-0583
681,Petey,Hawkins,race1,county3,5,203151.75,group3,843-49-4044
685,Bartolomeo,Ward,race1,county1,0,160771.5,group3,625-86-1282
690,Fan,Cannon,race2,county4,4,233106.0,group3,236-68-0503
692,Fidelity,Le,race2,county4,2,180654.0,group3,468-94-1256
694,Tadd,Ward,race3,county2,1,160086.75,group3,544-17-0142
695,Dall,Quinn,race1,,4,337941.0,group3,377-75-7054
699,Vikki,Brooks,race1,county2,1,228831.0,group3,588-01-7355
700,Kellie,Scott,race3,county1,0,207786.0,group3,600-71-0171
702,Alon,Watson,race1,,3,352657.5,group3,687-36-0868
704,Carlene,Owen,race2,county1,2,162172.5,group3,702-36-7404
713,Katerina,Brooks,race1,,0,12108.75,group3,577-64-6476
715,Saunder,Ward,race2,county4,5,167237.25,group3,318-40-7190
722,Philbert,Brooks,race3,county1,2,99664.5,group3,850-34-4001
725,Maren,Frank,race3,,3,187146.0,group3,737-42-9980
726,Linnea,Ward,race1,county2,2,9948.75,group3,842-30-9015
728,Rudd,Owen,race1,county4,1,329229.0,group3,869-67-1542
729,Sybille,Waters,race3,county2,4,319032.0,group3,752-97-6943
730,Vanya,Scott,race3,county1,0,153586.5,group3,529-78-3536
733,Christine,Cannon,race1,county1,1,116385.75,group3,834-05-0073
735,Bel,Waters,race2,county4,5,422335.5,group3,486-95-9763
736,Maris,Hale,race1,county1,3,143101.5,group3,369-58-2985
737,Currey,Owen,race2,county2,0,99197.25,group3,520-28-5782
738,Dyanna,Elliott,race3,,4,111210.0,group3,396-06-0819
741,Carmine,Scott,race2,county3,2,21222.75,group3,298-43-7002
744,Jodee,Hawkins,race3,county1,2,179380.5,group3,604-16-3875
745,Mirna,Lawson,race2,county2,1,423723.0,group3,714-85-6269
756,Codie,Hoffman,race2,county3,4,367110.0,group3,605-84-5167
757,Reginauld,Casey,race2,,2,130590.75,group3,317-82-3916
758,Findley,Brooks,race1,county4,5,382503.0,group3,664-78-8398
762,Curtis,Hale,race2,county2,1,187381.5,group3,416-37-4708
765,Marcello,Pollard,race1,county1,1,147686.25,group3,706-28-6825
769,Evangeline,Brooks,race1,county2,2,92468.25,group3,177-48-7479
773,Marquita,Cannon,race3,county1,3,182626.5,group3,853-82-1738
775,Vanni,Cannon,race2,county1,1,13800.75,group3,316-46-3505
781,Keslie,Lawson,race1,county2,1,76001.25,group3,646-91-4839
783,Tatum,Elliott,race3,county1,2,382246.5,group3,642-01-2780
784,Emelda,Frank,race3,county2,0,131958.0,group3,838-01-8569
785,Maurise,Scott,race2,,1,42378.75,group3,382-45-2870
789,Michel,Hale,,county2,3,345082.5,group3,519-95-7048
791,Romy,Cervantes,race1,,2,40924.5,group3,790-94-9742
792,Manolo,Hale,race3,county1,2,271987.5,group3,189-73-3796
797,Halsy,Pollard,race3,,5,77313.0,group3,226-18-7012
798,Fletcher,Elliott,,county1,2,135201.0,group3,451-29-6730
806,Tom,Brooks,race3,county1,0,297526.5,group3,221-18-5492
807,Kristi,Scott,race3,county1,2,18654.75,group3,282-19-9434
808,Quincey,Frank,,county1,1,209638.5,group3,768-70-0839
812,Corene,Wilkerson,,county2,3,207959.25,group3,208-35-8457
814,Alric,Hale,race3,county4,2,25474.5,group3,556-48-7753
815,Valma,Le,race3,county4,2,200668.5,group3,453-50-0264
816,Neron,Casey,race1,county4,3,16122.0,group3,225-22-5384
817,Amie,Waters,race1,,2,343573.5,group3,801-98-3103
823,Ladonna,Hawkins,race1,,0,166715.25,group3,791-43-3785
824,Troy,Casey,,,0,161949.75,group3,491-84-7808
825,Brit,Pollard,,county3,0,72237.0,group3,280-84-3829
826,Tamra,Lawson,race1,county2,4,72414.0,group3,510-46-5022
828,Johan,Cannon,race3,county1,2,120285.0,group3,709-76-0564
830,Kasey,Lawson,,county2,4,76356.0,group3,382-02-5152
833,Marnia,Waters,race2,county2,4,26460.75,group3,501-44-6089
838,Gusella,Pollard,race1,,5,95536.5,group3,122-88-9131
840,Trefor,Hoffman,race2,county3,0,130122.75,group3,677-33-7669
845,Roxanna,Hoffman,race2,county1,0,74977.5,group3,179-71-6679
847,Celestina,Cervantes,race3,county1,3,142498.5,group3,287-59-9017
848,Arlena,Cannon,race2,,2,125159.25,group3,610-04-7733
849,Delano,Le,race2,county1,3,145812.0,group3,330-32-5823
851,Essa,Hoffman,race2,county2,2,222657.0,group3,469-57-5347
852,Charmain,Casey,race2,county3,4,159501.75,group3,849-22-5087
853,Daryn,Watson,race3,county1,3,234741.0,group3,812-59-7066
862,Darbee,Hawkins,race2,county1,2,417000.0,group3,779-86-0891
863,Harv,Quinn,race3,county2,5,229653.0,group3,750-78-7505
864,Gwendolen,Pollard,race2,county3,3,70584.0,group3,372-79-4813
866,Gabie,Waters,race1,county3,3,100589.25,group3,292-27-6875
872,Tallou,Kirk,race1,county2,3,68722.5,group3,493-82-6841
874,Hilton,Hale,race3,county3,4,96286.5,group3,707-31-8877
877,Maryann,Casey,,county4,5,213655.5,group3,878-02-2665
879,Blair,Kirk,race3,county1,4,82896.0,group3,672-20-3043
883,Milissent,Ward,race3,county1,0,67564.5,group3,422-67-4992
895,Chickie,Hoffman,race1,county4,4,148751.25,group3,372-60-5402
896,Tildie,Hale,race1,county1,3,404683.5,group3,792-67-5619
900,Burtie,Cannon,race1,county1,1,146163.0,group3,894-32-7694
904,Maurene,Ward,race3,county1,5,313584.0,group3,247-30-0740
905,Winthrop,Wilkerson,race1,county3,3,25165.5,group3,219-33-1461
908,Kristofer,Frank,race1,county3,3,199947.0,group3,542-86-4508
909,Belvia,Watson,race1,county4,3,190459.5,group3,637-79-2439
918,Fielding,Cervantes,race3,,4,193342.5,group3,220-79-7621
920,Kienan,Frank,race1,county1,4,96138.0,group3,609-53-1140
923,Sibel,Waters,race1,county4,2,105918.75,group3,197-10-5300
924,Row,Watson,race2,county4,5,31593.75,group3,493-50-1049
926,Elliott,Waters,race2,county4,0,355935.0,group3,738-39-3202
931,Huntington,Owen,race1,county3,2,204933.0,group3,409-19-2866
932,Aime,Lawson,race1,county4,1,301903.5,group3,155-89-7557
939,Eustacia,Scott,,county1,4,295122.0,group3,659-01-0008
941,Rozalie,Lawson,race3,county1,4,405199.5,group3,454-47-1584
944,Nickolaus,Hoffman,race2,,5,123780.75,group3,193-58-9936
947,Darell,Brooks,race2,county2,4,304987.5,group3,514-38-3858
949,Marylinda,Le,race2,,5,46896.0,group3,298-34-1859
950,Erik,Waters,race2,county2,0,323529.0,group3,557-49-6824
953,Gilbertina,Elliott,race3,county1,1,161448.75,group3,283-27-9431
959,Donovan,Watson,race1,county2,3,267238.5,group3,359-06-6638
961,Mark,Brooks,race2,county1,1,172184.25,group3,254-42-3932
964,Verene,Le,race3,county1,3,228291.0,group3,457-25-7403
968,Kandace,Frank,race2,county2,5,91666.5,group3,319-29-5456
972,Ricca,Owen,race1,county1,2,127387.5,group3,856-11-7648
973,Corri,Lawson,race2,county3,0,101263.5,group3,269-57-2331
977,Michelle,Elliott,race2,county3,5,82231.5,group3,299-22-0771
983,Arturo,Brooks,race1,county1,3,350070.0,group3,386-36-1503
987,Towny,Pollard,race2,county2,5,97914.75,group3,341-06-4111
993,Shirley,Hale,race2,county1,2,36703.5,group3,577-78-4265
1000,Galina,VeryRareLastName,race1,county2,5,411015.0,group3,747-10-7242
2,Ardyce,Ward,race2,,1,119413.5,group2,373-03-1601
3,Gerhard,Frank,race3,county1,0,118326.0,group2,805-95-6067
7,Hilde,Wilkerson,race3,county1,0,165530.25,group2,689-14-9944
10,Dody,Frank,race3,county4,3,51255.0,group2,360-78-9074
11,Coralie,Lawson,race3,county1,3,32211.75,group2,459-55-4950
16,Shane,Casey,race1,county1,0,138813.0,group2,114-24-9527
19,Ewan,Lawson,race3,county1,0,414091.5,group2,845-72-6339
23,Karlene,Casey,race3,county1,0,57681.0,group2,305-38-8791
26,Guillemette,Quinn,race1,county2,5,222541.5,group2,509-54-6455
27,Fransisco,Casey,,county3,4,66183.75,group2,845-54-1369
29,Wilbur,Cervantes,race2,county2,2,34273.5,group2,561-13-0572
30,Blake,Cervantes,race1,county1,0,58626.75,group2,615-47-3243
31,Tammie,Owen,race1,county2,4,31239.0,group2,519-18-8053
34,Shirley,Pollard,race3,county4,4,124453.5,group2,615-58-0494
43,Noland,Elliott,race3,county1,5,24639.0,group2,338-94-2471
51,Kellsie,Hoffman,race3,,1,141138.0,group2,660-42-9796
58,Tristan,Ward,race3,county1,3,206547.0,group2,198-75-5714
61,Ravi,Owen,race1,county2,1,215373.0,group2,757-64-6100
71,Zackariah,Brooks,race1,county3,2,391993.5,group2,142-92-5858
72,Meade,Hale,race3,county1,1,307729.5,group2,602-72-3092
74,Sammy,Waters,race1,county3,4,235629.0,group2,387-41-4760
80,Robin,Hoffman,race1,county2,0,301398.0,group2,823-33-7499
86,Clayson,Scott,race1,,3,268197.0,group2,141-99-6737
87,Chevalier,Frank,race2,,5,143758.5,group2,284-39-8658
92,Dayle,Watson,race2,,2,147521.25,group2,455-36-9655
94,Floria,Pollard,,county4,4,80169.0,group2,267-98-9203
95,Merrill,Waters,race1,county2,4,115014.0,group2,247-85-8275
98,Emilia,Lawson,race3,county1,5,176158.5,group2,385-08-2946
101,Whittaker,Frank,race3,county1,2,122630.25,group2,192-52-9074
105,Chaunce,Le,race1,county3,1,109243.5,group2,385-94-6416
114,Lynnea,Kirk,race1,county2,5,199545.0,group2,875-85-1033
117,Carlin,Kirk,race2,,0,182017.5,group2,204-93-8823
119,Lyndsey,Casey,race3,county4,3,208995.0,group2,278-19-9291
120,Raffarty,Elliott,race3,county2,0,276010.5,group2,401-65-0055
125,Natasha,Cervantes,race3,county1,5,334456.5,group2,286-97-1546
126,Jemie,Pollard,race2,,0,47853.0,group2,574-08-7015
132,Seward,Scott,race2,,4,55398.75,group2,668-07-0658
133,Jule,Lawson,race2,county2,2,220803.0,group2,764-05-9819
134,Morena,Hale,,county2,1,256773.0,group2,475-04-4400
138,Svend,Pollard,race2,county4,2,187543.5,group2,832-78-9349
141,Vivianne,Quinn,race3,county1,2,340425.0,group2,463-57-4672
149,Evyn,Lawson,,county2,1,130395.75,group2,782-20-9771
153,Cirstoforo,Brooks,race1,county2,0,293349.0,group2,671-59-7830
154,Patten,Scott,race3,,1,56142.0,group2,378-65-5641
159,Antonina,Pollard,race3,county2,1,218913.75,group2,221-96-2958
160,Oralle,Cervantes,race3,county1,3,94228.5,group2,316-71-6950
172,Lind,Hawkins,race1,,3,175608.0,group2,376-89-7539
174,Sinclair,Hoffman,,county1,1,243600.0,group2,523-08-7182
179,Cameron,Cervantes,race2,county1,1,10337.25,group2,159-19-9697
181,Worthy,Casey,,county4,2,144154.5,group2,292-41-9541
184,Bamby,Pollard,race1,county1,5,176042.25,group2,226-45-1123
185,Marja,Quinn,race2,county2,4,413283.0,group2,178-47-5856
186,Sibella,Watson,race2,county3,1,181627.5,group2,855-16-1378
190,Lefty,Hawkins,race3,county2,5,127126.5,group2,379-31-8303
198,Lindsey,Pollard,race3,county4,2,117598.5,group2,134-28-1983
199,Elana,Pollard,,county4,3,132572.25,group2,310-30-2009
201,Cesar,Cannon,race3,,2,224958.75,group2,771-52-1419
202,Reinhold,Ward,race3,county1,4,65196.0,group2,810-10-0456
205,Susie,Hawkins,race1,county3,3,55808.25,group2,605-61-5879
209,Quent,Ward,race1,county2,2,154223.25,group2,732-95-3068
213,Eleni,Le,race2,county4,0,72720.75,group2,325-14-0356
215,Claybourne,Hoffman,,county4,1,132570.75,group2,276-10-4503
217,Berri,Quinn,race1,,1,92508.75,group2,875-33-9591
219,Bellina,Cannon,race3,county4,4,55242.0,group2,471-17-3462
223,Douglas,Brooks,race2,,4,297964.5,group2,181-72-7880
228,Ignacius,Hale,,,3,307930.5,group2,592-26-9211
234,Preston,Hale,race1,county1,2,47413.5,group2,400-91-2993
236,Hugh,Le,race2,county1,4,35550.75,group2,813-76-3770
237,Reggie,Quinn,race3,county1,5,47670.0,group2,405-68-5771
242,Charmaine,Elliott,race2,county4,3,47139.0,group2,631-47-2016
243,Gene,Hoffman,,county4,1,206620.5,group2,442-52-4940
244,Alfreda,Watson,race3,county1,1,35364.75,group2,287-62-5032
246,Jessica,Ward,race2,county1,0,182479.5,group2,649-95-6007
247,Charleen,Scott,race3,county3,1,97101.0,group2,348-87-5747
249,Christy,Watson,,county1,3,157282.5,group2,226-28-2542
251,Reine,Casey,race1,,1,146202.75,group2,156-08-9792
255,Wallas,Kirk,race2,county1,1,65370.0,group2,255-52-6119
256,Smith,Hale,race2,county2,4,135822.0,group2,469-49-3263
257,Dore,Lawson,race1,county3,1,432862.5,group2,237-74-3181
259,Harwilll,Wilkerson,race3,county1,1,56169.0,group2,885-52-9404
260,Johnnie,Kirk,race1,county1,5,321769.5,group2,637-98-7915
262,Kristian,Hale,race3,county1,2,238590.0,group2,557-49-2211
264,Grayce,Le,race3,county1,3,151319.25,group2,801-96-7328
266,Bartholomeo,Hawkins,race2,county2,1,178494.75,group2,434-83-5106
269,Dru,Quinn,race3,county1,2,209548.5,group2,758-82-2648
270,Erin,Hoffman,race1,county4,5,206371.5,group2,482-24-2876
271,Halimeda,Pollard,race1,county1,5,416245.5,group2,754-99-8481
272,Analise,Le,race2,county3,1,27271.5,group2,370-74-0109
273,Sherry,Owen,race1,county3,5,67448.25,group2,853-39-8342
278,Broddie,Hoffman,race3,county1,3,224850.0,group2,461-65-7826
280,Cam,Waters,race3,county3,0,35619.0,group2,267-14-3539
281,Ophelia,Lawson,race1,county2,4,45719.25,group2,266-68-4843
284,Tiebold,Kirk,race1,county4,4,65943.75,group2,300-17-2433
285,Vincent,Lawson,race1,,2,136682.25,group2,499-19-2935
297,Barby,Scott,race1,county4,0,72279.0,group2,268-01-0112
305,Mia,Hawkins,race2,,0,67339.5,group2,818-82-2922
307,Adamo,Hawkins,race3,county4,0,388378.5,group2,526-24-2726
308,Bartram,Casey,race2,county2,1,442945.5,group2,849-39-4459
310,Kylynn,Watson,race1,county3,0,178094.25,group2,568-71-4593
311,Kaile,Owen,race2,,2,199617.75,group2,243-22-9109
313,Rafaellle,Owen,race2,county2,2,241897.5,group2,218-71-2747
